"Categoria Tariffa","Tipo BP","Stato Utenza","Stato Utenza IS-U","Conto Co.Ge.","Fatturato emesso","Totale Inevaso","Credito NON Scaduto","Credito Scaduto","Aging credito scaduto:30gg","Aging credito scaduto:60gg","Aging credito scaduto:90gg","Aging credito scaduto:120gg","Aging credito scaduto:150gg","Aging credito scaduto:180gg","Aging credito scaduto:360gg","Aging credito scaduto:720gg","Aging credito scaduto:over 720gg","codice_BP"
"Condominiali Domestiche","Privato","Cessato","CESSATA","Crediti v utenti isu","","3,535.34 EUR","","3,535.34 EUR","","","","","","","","","3,535.34 EUR","1000001165"
"Condominiali Domestiche","Cliente a trattamento Speciale","Attivo","ATTIVA","Cr v/C.nti ut roma c","","197,614.12 EUR","","197,614.12 EUR","","","","","","","","197,614.12 EUR","","1000002270"
"Condominiali Domestiche","Cliente a trattamento Speciale","Attivo","ATTIVA","Senza attribuz.","327,657.93 EUR","","","","","","","","","","","","","1000003202"
"Condominiali Domestiche","Cliente a trattamento Speciale","Cessato con Conto Finale emesso","CESSATA","Cr v/C.nti ut roma c","","3,173.37 EUR","","3,173.37 EUR","","","","","","","","927.83 EUR","2,245.54 EUR","1000002480"
"Condominiali Domestiche","Cliente a trattamento Speciale","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","20,536.20 EUR","","","","","","","","","","","","","1000002537"
"Condominiali Domestiche","Cliente a trattamento Speciale","Cessato","CESSATA","Senza attribuz.","97,663.17 EUR","","","","","","","","","","","","","1000002330"
"Condominiali Domestiche","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","","2,000,771.93 EUR","","2,000,771.93 EUR","","","","","","","","401,077.76 EUR","1,599,694.17 EUR","1000002816"
"Condominiali Domestiche","Organizzazione","Attivo","ATTIVA","Senza attribuz.","22,470,210.38 EUR","","","","","","","","","","","","","1000002931"
"Condominiali Domestiche","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","80,351.83 EUR","","80,351.83 EUR","","","","","","","","41,388.04 EUR","38,963.79 EUR","1000002813"
"Condominiali Domestiche","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","2,764,120.73 EUR","","","","","","","","","","","","","1000003120"
"Condominiali Domestiche","Organizzazione","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","30,635.93 EUR","","","","","","","","","","","","","1000002871"
"Condominiali Domestiche","Organizzazione","Cessato","ATTIVA","Crediti v utenti isu","","48,859.26 EUR","","48,859.26 EUR","","","","","","","","4,162.44 EUR","44,696.82 EUR","1000003247"
"Condominiali Domestiche","Organizzazione","Cessato","ATTIVA","Senza attribuz.","682,182.76 EUR","","","","","","","","","","","","","1000002933"
"Condominiali Domestiche","Organizzazione","Cessato","CESSATA","Senza attribuz.","52,556.30 EUR","","","","","","","","","","","","","1000002585"
"Condominiali Domestiche","Correlate / Collegate","Attivo","ATTIVA","Crediti v utenti isu","","1,315.13 EUR","","1,315.13 EUR","","","","","","","","1,315.13 EUR","","1000003098"
"Condominiali Domestiche","Correlate / Collegate","Attivo","ATTIVA","Senza attribuz.","4,656.65 EUR","","","","","","","","","","","","","1000003034"
"Condominiali Domestiche","Privato","Attivo","ATTIVA","Crediti v utenti isu","","853,767.30 EUR","6,548.66 EUR","847,218.64 EUR","699.74 EUR","698.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","95,440.18 EUR","750,380.72 EUR","1000001944"
"Condominiali Domestiche","Privato","Attivo","ATTIVA","Dep cauz ISU","","1,025.10 EUR","","1,025.10 EUR","","","","","","","","","1,025.10 EUR","1000001485"
"Condominiali Domestiche","Privato","Attivo","ATTIVA","Senza attribuz.","250,193,958.25 EUR","","","","","","","","","","","","","1000001386"
"Condominiali Domestiche","Privato","Attivo","CESSATA","Crediti v utenti isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000001447"
"Condominiali Domestiche","Privato","Attivo","CESSATA","Senza attribuz.","194.01 EUR","","","","","","","","","","","","","1000002037"
"Condominiali Domestiche","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","149,475.91 EUR","","149,475.91 EUR","","","","","","","","497.97 EUR","148,977.94 EUR","1000001643"
"Condominiali Domestiche","Privato","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","4,057,548.83 EUR","","","","","","","","","","","","","1000001170"
"Condominiali Domestiche","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","","-4,521.70 EUR","","-4,521.70 EUR","","","","","","","","","-4,521.70 EUR","1000000929"
"Condominiali Domestiche","Privato","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","-13,879.24 EUR","","","","","","","","","","","","","1000001423"
"Condominiali Domestiche","Privato","Cessato","ATTIVA","Crediti v utenti isu","","164,746.65 EUR","","164,746.65 EUR","","","","","","","","10,775.57 EUR","153,971.08 EUR","1000001854"
"Condominiali Domestiche","Privato","Cessato","ATTIVA","Senza attribuz.","3,166,383.39 EUR","","","","","","","","","","","","","1000001022"
"Condominiali Domestiche","Privato","Cessato","CESSATA","Crediti v utenti isu","","54,790.46 EUR","","54,790.46 EUR","","","","","","","","1,047.50 EUR","53,742.96 EUR","1000001454"
"Condominiali Domestiche","Privato","Cessato","CESSATA","Senza attribuz.","-368,362.19 EUR","","","","","","","","","","","","","1000001016"
"Non Domestiche","Privato","Attivo","ATTIVA","Crediti v utenti isu","","722,189.32 EUR","","722,189.32 EUR","","","","0.00 EUR","0.00 EUR","0.00 EUR","307.56 EUR","11,894.69 EUR","709,987.07 EUR","1000001599"
"Non Domestiche","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","281,985.16 EUR","","281,985.16 EUR","","","","","","","0.00 EUR","4,904.53 EUR","277,080.63 EUR","1000001036"
"Non Domestiche","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","","567.58 EUR","","567.58 EUR","","","","","","","","","567.58 EUR","1000001850"
"Non Domestiche","Privato","Cessato","ATTIVA","Crediti v utenti isu","","390,471.86 EUR","","390,471.86 EUR","","","","","","","","","390,471.86 EUR","1000001640"
"Non Domestiche","Privato","Cessato","CESSATA","Crediti v utenti isu","","7,951.17 EUR","","7,951.17 EUR","","","","","","","","","7,951.17 EUR","1000001362"
"Non Domestiche","Cliente a trattamento Speciale","Attivo","ATTIVA","Cr v/C.nti ut roma c","","83,348.54 EUR","","83,348.54 EUR","","","","","","","","68,929.05 EUR","14,419.49 EUR","1000002359"
"Non Domestiche","Cliente a trattamento Speciale","Attivo","ATTIVA","Senza attribuz.","17,541,538.40 EUR","","","","","","","","","","","","","1000002985"
"Non Domestiche","Cliente a trattamento Speciale","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","45,605.85 EUR","","","","","","","","","","","","","1000002169"
"Non Domestiche","Cliente a trattamento Speciale","Cessato","ATTIVA","Senza attribuz.","67,350.13 EUR","","","","","","","","","","","","","1000003024"
"Non Domestiche","Cliente a trattamento Speciale","Cessato","CESSATA","Senza attribuz.","-105,483.66 EUR","","","","","","","","","","","","","1000003189"
"Non Domestiche","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","","1,580,609.44 EUR","348,266.92 EUR","1,232,342.52 EUR","2,314.57 EUR","25,833.28 EUR","","","","","","377,904.76 EUR","826,289.91 EUR","1000002924"
"Non Domestiche","Organizzazione","Attivo","ATTIVA","Crv/Comuni p/ut isu","","33,039.02 EUR","","33,039.02 EUR","","","","","","","","2,814.33 EUR","30,224.69 EUR","1000003055"
"Non Domestiche","Organizzazione","Attivo","ATTIVA","Senza attribuz.","30,688,714.18 EUR","","","","","","","","","","","","","1000002837"
"Non Domestiche","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","28,607.18 EUR","","28,607.18 EUR","","","","","","","","2,853.90 EUR","25,753.28 EUR","1000003071"
"Non Domestiche","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Crv/Comuni p/ut isu","","70,217.90 EUR","","70,217.90 EUR","","","","","","","","","70,217.90 EUR","1000002114"
"Non Domestiche","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","547,855.57 EUR","","","","","","","","","","","","","1000002965"
"Non Domestiche","Organizzazione","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","","995.69 EUR","","995.69 EUR","","","","","","","","","995.69 EUR","1000003237"
"Non Domestiche","Organizzazione","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","-42,560.45 EUR","","","","","","","","","","","","","1000002500"
"Non Domestiche","Organizzazione","Cessato","ATTIVA","Crediti v utenti isu","","27,381.54 EUR","","27,381.54 EUR","","","","","","","","1,514.65 EUR","25,866.89 EUR","1000003193"
"Non Domestiche","Organizzazione","Cessato","ATTIVA","Crv/Comuni p/ut isu","","2,863.64 EUR","","2,863.64 EUR","","","","","","","","","2,863.64 EUR","1000002799"
"Non Domestiche","Organizzazione","Cessato","ATTIVA","Senza attribuz.","422,186.13 EUR","","","","","","","","","","","","","1000002377"
"Non Domestiche","Organizzazione","Cessato","CESSATA","Crediti v utenti isu","","13,564.34 EUR","","13,564.34 EUR","","","","","","","","-1,594.84 EUR","15,159.18 EUR","1000002457"
"Non Domestiche","Organizzazione","Cessato","CESSATA","Crv/Comuni p/ut isu","","8,163.12 EUR","","8,163.12 EUR","","","","","","","","","8,163.12 EUR","1000002365"
"Non Domestiche","Organizzazione","Cessato","CESSATA","Senza attribuz.","166,717.33 EUR","","","","","","","","","","","","","1000002219"
"Non Domestiche","Correlate / Collegate","Attivo","ATTIVA","Crediti v utenti isu","","412,646.83 EUR","","412,646.83 EUR","","0.00 EUR","","","","","","405,000.60 EUR","7,646.23 EUR","1000002420"
"Non Domestiche","Correlate / Collegate","Attivo","ATTIVA","Cred.v/cor.te ACEA","","72,037.90 EUR","","72,037.90 EUR","","","","","","","","3,178.23 EUR","68,859.67 EUR","1000003220"
"Non Domestiche","Correlate / Collegate","Attivo","ATTIVA","Dep cauz ISU","","1,005.86 EUR","","1,005.86 EUR","","","","","","","","","1,005.86 EUR","1000002697"
"Non Domestiche","Correlate / Collegate","Attivo","ATTIVA","Senza attribuz.","4,855,146.06 EUR","","","","","","","","","","","","","1000002652"
"Non Domestiche","Correlate / Collegate","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","263,481.48 EUR","","263,481.48 EUR","","","","","","","","29,498.18 EUR","233,983.30 EUR","1000002354"
"Non Domestiche","Correlate / Collegate","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","565,145.27 EUR","","","","","","","","","","","","","1000002315"
"Non Domestiche","Correlate / Collegate","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000002840"
"Non Domestiche","Correlate / Collegate","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","11,047.48 EUR","","","","","","","","","","","","","1000002996"
"Non Domestiche","Correlate / Collegate","Cessato","ATTIVA","Crediti v utenti isu","","32,251.95 EUR","","32,251.95 EUR","","","","","","","","30,875.43 EUR","1,376.52 EUR","1000003073"
"Non Domestiche","Correlate / Collegate","Cessato","ATTIVA","Senza attribuz.","1,054,129.72 EUR","","","","","","","","","","","","","1000002562"
"Non Domestiche","Correlate / Collegate","Cessato","CESSATA","Crediti v utenti isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000002612"
"Non Domestiche","Correlate / Collegate","Cessato","CESSATA","Senza attribuz.","6,944.75 EUR","","","","","","","","","","","","","1000002932"
"Non Domestiche","Privato","Attivo","ATTIVA","Crediti v utenti isu","","2,996,609.78 EUR","2,181.13 EUR","2,994,428.65 EUR","0.00 EUR","","","0.00 EUR","0.00 EUR","0.00 EUR","36,394.75 EUR","223,968.90 EUR","2,734,065.00 EUR","1000001886"
"Non Domestiche","Privato","Attivo","ATTIVA","Dep cauz ISU","","9,553.44 EUR","","9,553.44 EUR","","","","","","","","","9,553.44 EUR","1000001561"
"Non Domestiche","Privato","Attivo","ATTIVA","Senza attribuz.","86,467,889.94 EUR","","","","","","","","","","","","","1000002032"
"Non Domestiche","Privato","Attivo","CESSATA","Crediti v utenti isu","","-1,711.03 EUR","","-1,711.03 EUR","","","","","","","","","-1,711.03 EUR","1000001483"
"Non Domestiche","Privato","Attivo","CESSATA","Senza attribuz.","-7,171.54 EUR","","","","","","","","","","","","","1000001966"
"Non Domestiche","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","1,531,772.88 EUR","","1,531,772.88 EUR","","1,424.61 EUR","1,500.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","144.51 EUR","104,292.53 EUR","1,424,411.23 EUR","1000001930"
"Non Domestiche","Privato","Cessato con Conto Finale emesso","ATTIVA","Dep cauz ISU","","29.57 EUR","","29.57 EUR","","","","","","","","","29.57 EUR","1000001987"
"Non Domestiche","Privato","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","12,172,493.11 EUR","","","","","","","","","","","","","1000001688"
"Non Domestiche","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","","67,095.36 EUR","","67,095.36 EUR","","","","","","","","","67,095.36 EUR","1000001436"
"Non Domestiche","Privato","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","106,761.99 EUR","","","","","","","","","","","","","1000001546"
"Non Domestiche","Privato","Cessato","ATTIVA","Crediti v utenti isu","","1,615,506.35 EUR","","1,615,506.35 EUR","","","","","","0.00 EUR","0.00 EUR","59,870.89 EUR","1,555,635.46 EUR","1000001559"
"Non Domestiche","Privato","Cessato","ATTIVA","Dep cauz ISU","","1,405.47 EUR","","1,405.47 EUR","","","","","","","","","1,405.47 EUR","1000001512"
"Non Domestiche","Privato","Cessato","ATTIVA","Senza attribuz.","10,835,321.27 EUR","","","","","","","","","","","","","1000001096"
"Non Domestiche","Privato","Cessato","CESSATA","Crediti v utenti isu","","153,045.33 EUR","","153,045.33 EUR","","","","","","","","2,279.86 EUR","150,765.47 EUR","1000001343"
"Non Domestiche","Privato","Cessato","CESSATA","Senza attribuz.","-1,236,304.33 EUR","","","","","","","","","","","","","1000001867"
"Non Domestiche","Gruppo","Attivo","ATTIVA","Cr autocons isu","","37,174.99 EUR","","37,174.99 EUR","","","","","","","","","37,174.99 EUR","1000003145"
"Non Domestiche","Gruppo","Attivo","ATTIVA","Senza attribuz.","7,411,992.23 EUR","","","","","","","","","","","","","1000002126"
"Non Domestiche","Gruppo","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","1,103.48 EUR","","","","","","","","","","","","","1000003076"
"Non Domestiche","Gruppo","Cessato","ATTIVA","Senza attribuz.","8,134.72 EUR","","","","","","","","","","","","","1000002629"
"Condominiali Miste","Privato","Attivo","ATTIVA","Crediti v utenti isu","","57,994.30 EUR","","57,994.30 EUR","","","","","","","","1,921.27 EUR","56,073.03 EUR","1000001054"
"Condominiali Miste","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","17,161.69 EUR","","17,161.69 EUR","","","","","","","","","17,161.69 EUR","1000002051"
"Condominiali Miste","Privato","Cessato","ATTIVA","Crediti v utenti isu","","6,934.71 EUR","","6,934.71 EUR","","","","","","","","","6,934.71 EUR","1000001961"
"Condominiali Miste","Cliente a trattamento Speciale","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","0.00 EUR","","","","","","","","","","","","","1000002349"
"Condominiali Miste","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","","127,621.47 EUR","","127,621.47 EUR","","","","","","","","71,884.62 EUR","55,736.85 EUR","1000002960"
"Condominiali Miste","Organizzazione","Attivo","ATTIVA","Crv/Comuni p/ut isu","","6,288.72 EUR","","6,288.72 EUR","","","","","","","","","6,288.72 EUR","1000002442"
"Condominiali Miste","Organizzazione","Attivo","ATTIVA","Senza attribuz.","1,237,850.00 EUR","","","","","","","","","","","","","1000003066"
"Condominiali Miste","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","1,813.85 EUR","","1,813.85 EUR","","","","","","","","196.56 EUR","1,617.29 EUR","1000002200"
"Condominiali Miste","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","232,956.14 EUR","","","","","","","","","","","","","1000002935"
"Condominiali Miste","Organizzazione","Cessato","ATTIVA","Crediti v utenti isu","","1,187.99 EUR","","1,187.99 EUR","","","","","","","","","1,187.99 EUR","1000002910"
"Condominiali Miste","Organizzazione","Cessato","ATTIVA","Senza attribuz.","7,116.50 EUR","","","","","","","","","","","","","1000002173"
"Condominiali Miste","Privato","Attivo","ATTIVA","Crediti v utenti isu","","297,369.36 EUR","","297,369.36 EUR","","","","","","","1,103.74 EUR","14,190.73 EUR","282,074.89 EUR","1000002099"
"Condominiali Miste","Privato","Attivo","ATTIVA","Senza attribuz.","22,479,908.26 EUR","","","","","","","","","","","","","1000001840"
"Condominiali Miste","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","4,327.76 EUR","","4,327.76 EUR","","","","","","","","0.00 EUR","4,327.76 EUR","1000001259"
"Condominiali Miste","Privato","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","666,189.95 EUR","","","","","","","","","","","","","1000001324"
"Condominiali Miste","Privato","Cessato con Conto Finale emesso","CESSATA","Crediti v utenti isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000001133"
"Condominiali Miste","Privato","Cessato con Conto Finale emesso","CESSATA","Senza attribuz.","12,707.27 EUR","","","","","","","","","","","","","1000001062"
"Condominiali Miste","Privato","Cessato","ATTIVA","Crediti v utenti isu","","30,885.01 EUR","","30,885.01 EUR","","","","","","","","1,387.76 EUR","29,497.25 EUR","1000001078"
"Condominiali Miste","Privato","Cessato","ATTIVA","Senza attribuz.","354,900.62 EUR","","","","","","","","","","","","","1000002094"
"Condominiali Miste","Privato","Cessato","CESSATA","Crediti v utenti isu","","6,158.90 EUR","","6,158.90 EUR","1,113.99 EUR","1,108.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","0.00 EUR","","","3,936.91 EUR","1000001240"
