"SR - Tipo BP","ID Service Request","SR - Stato Sistema","SR - Stato utente","SR - Categorizzazione I","SR - Categorizzazione II","SR - Categorizzazione III","SR - Tipo processo","
N. SR","codice_BP"
"Privato","8000344919","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001879"
"Privato","8000344920","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001123"
"Privato","8000344921","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002083"
"Privato","8000344922","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001169"
"Privato","8000344923","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001440"
"Privato","8000344925","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001986"
"Privato","8000344928","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001764"
"Privato","8000344929","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001951"
"Privato","8000344933","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio senza attivazione","Preventivaz. idrica","1","1000001719"
"Privato","8000344938","Aperto","In attesa fatturazione","Gestione utenza","Verifica da Cliente","Verifica metrologica","Verifica da Cliente","1","1000001651"
"Privato","8000344940","Concluso","Chiuso","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001275"
"Privato","8000344941","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001669"
"Privato","8000344943","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001513"
"Privato","8000344944","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001005"
"Privato","8000344951","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001855"
"Privato","8000344952","Concluso","Chiuso","Reclami tecnici","Reclami su prestazioni","ZCAT_RECL/Senza attribuz.","Reclamo","1","1000001178"
"Privato","8000344953","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001726"
"Privato","8000344954","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001063"
"Privato","8000344956","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000907"
"Privato","8000344959","Concluso","Chiuso","Processo Commerciale","Variazione anagrafica","ZCAT01/Senza attribuz.","Variaz.dati anagraf.","1","1000001688"
"Privato","8000344962","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001003"
"Privato","8000344967","Concluso","Annullato","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001192"
"Privato","8000344968","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001116"
"Privato","8000344969","Aperto","In lavorazione","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001692"
"Privato","8000344975","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001820"
"Privato","8000344977","Aperto","Gestione modulistica","Processi commerciali","Subentro","Posa misuratore","Subentro","1","1000001813"
"Privato","8000344978","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000002099"
"Privato","8000344979","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo fognatura","All. fognario eseguito da cliente","Preventivaz.fognaria","1","1000000932"
"Privato","8000344980","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001351"
"Privato","8000344981","Concluso","Chiuso","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001956"
"Privato","8000344982","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002097"
"Privato","8000344984","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001665"
"Privato","8000344985","Concluso","Chiuso","Reclami tecnici","Reclami su prestazioni","Lavori non eseguiti a regola d'arte","Reclamo","1","1000001410"
"Privato","8000344988","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001742"
"Privato","8000344991","Concluso","Chiuso","Processo Commerciale","Variazione d'impegno","ZCAT01/Senza attribuz.","Variazione d'impegno","1","1000002037"
"Privato","8000344994","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Pagamenti","Reclamo","1","1000001647"
"Privato","8000344997","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001788"
"Privato","8000344999","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Preavviso e/o sospensione per morosità","Reclamo","1","1000001482"
"Privato","8000345000","Concluso","Chiuso","Processo Commerciale","Variazione anagrafica","ZCAT01/Senza attribuz.","Variaz.dati anagraf.","1","1000001207"
"Privato","8000345001","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001523"
"Privato","8000345003","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001594"
"Privato","8000345007","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002070"
"Privato","8000345008","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001698"
"Privato","8000345011","Concluso","Annullato","Reclami commerciali","Reclami su fatturazione","Accertamento e rilievo imp.","Reclamo","1","1000002041"
"Privato","8000345012","Concluso","Chiuso","Reclami tecnici","Reclami su prestazioni","ZCAT_RECL/Senza attribuz.","Reclamo","1","1000001875"
"Privato","8000345013","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001220"
"Privato","8000345015","Concluso","Chiuso","Reclami tecnici","Reclami su prestazioni","ZCAT_RECL/Senza attribuz.","Reclamo","1","1000001836"
"Privato","8000345016","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000912"
"Privato","8000345020","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001184"
"Privato","8000345021","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001696"
"Privato","8000345024","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001786"
"Privato","8000345025","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001749"
"Privato","8000345028","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001433"
"Privato","8000345029","Aperto","Necessaria operatività","Processo Commerciale","Scissione d'utenza","ZCAT01/Senza attribuz.","Scissione d'utenza","1","1000001071"
"Privato","8000345031","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001995"
"Privato","8000345038","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001568"
"Privato","8000345054","Concluso","Annullato","Processi commerciali","Nuova attivazione","Z_NUOVA ATTIVAZIONE/Senza attribuz.","Nuova Attivazione","1","1000001121"
"Privato","8000345055","Aperto","In lavorazione","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000969"
"Privato","8000345063","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001107"
"Privato","8000345064","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Preavviso e/o sospensione per morosità","Reclamo","1","1000001400"
"Privato","8000345065","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001640"
"Privato","8000345066","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001698"
"Privato","8000345070","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Altre casistiche","Reclamo","1","1000001593"
"Privato","8000345071","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002045"
"Privato","8000345073","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Preavviso e/o sospensione per morosità","Reclamo","1","1000001404"
"Privato","8000345080","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001191"
"Privato","8000345082","Aperto","Gestione modulistica","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001281"
"Privato","8000345087","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001602"
"Privato","8000345090","Aperto","Nuovo","Senza attribuz.","Senza attribuz.","Senza attribuz.","Ese. tar. fogn./dep.","1","1000001638"
"Privato","8000345093","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001814"
"Privato","8000345095","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000002001"
"Privato","8000345096","Aperto","In lavorazione","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001497"
"Privato","8000345101","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Preavviso e/o sospensione per morosità","Reclamo","1","1000002090"
"Privato","8000345102","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo fognatura","All. fognario eseguito da cliente","Preventivaz.fognaria","1","1000001628"
"Privato","8000345104","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001626"
"Privato","8000345108","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000884"
"Privato","8000345111","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002083"
"Privato","8000345113","Aperto","In lavorazione","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000887"
"Privato","8000345114","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001987"
"Privato","8000345115","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001579"
"Privato","8000345116","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001495"
"Privato","8000345118","Concluso","Chiuso","Richiesta Post Sales","Rifatturazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002064"
"Privato","8000345120","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001066"
"Privato","8000345121","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001548"
"Privato","8000345122","Aperto","In lavorazione","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001189"
"Privato","8000345124","Concluso","Chiuso","Richiesta Post Sales","Richiesta rateizzazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001998"
"Privato","8000345125","Aperto","Nuovo","Senza attribuz.","Senza attribuz.","Senza attribuz.","Ese. tar. fogn./dep.","1","1000001557"
"Privato","8000345126","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001516"
"Privato","8000345127","Aperto","Gestione modulistica","Processi commerciali","Subentro","Posa misuratore dopo rimozione morosità","Subentro","1","1000001253"
"Privato","8000345128","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001451"
"Privato","8000345129","Concluso","Chiuso","Richiesta Post Sales","Richiesta rateizzazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001029"
"Privato","8000345132","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001752"
"Privato","8000345134","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Preavviso e/o sospensione per morosità","Reclamo","1","1000000903"
